uid,arota,bladder,duodenum,esophagus,gall bladder,left adrenal gland,left kidney,liver,pancreas,postcava,prostate/uterus,right adrenal gland,right kidney,spleen,stomach
amos_0136,0.9081095565295615,0.6276926432895239,0.8209417596034696,0.8115699969632554,0.8521836506159015,0.7528662420382166,0.9659667344020472,0.9768853507711991,0.8775505401143772,0.8852864404451161,,0.7583212735166426,0.9564048346255254,0.9684782334702932,0.955224313093672
amos_0034,0.9281848016025231,0.22391265636825,0.48190205819730303,0.6537647414575144,0.77280961006769,0.5572672471533825,0.9559073391073722,0.9513116611973917,0.7902484435910863,0.820856139738753,,0.5723172628304821,0.9587760824072005,0.5570567859077701,0.6648428095736865
amos_0279,0.869760999549701,0.8678734178321297,0.667773430080158,0.8378147120595327,,0.7975992848933725,0.9505168958997245,0.9664950852598072,0.8163121193397476,0.7578397629904094,,0.7336467213767828,0.9293354276524927,0.9579456696325771,0.9234037947451217
amos_0404,0.8887983074205633,0.5384222619351544,0.6918857467670882,0.5727332028701891,0.775265501884207,0.6166740185266872,0.9430789346008043,0.9613010810912745,0.7440072013602569,0.8168312033562716,,0.6360179744210163,0.8643396641490064,0.928645359596023,0.9020602294885932
amos_0385,0.929268694712551,0.9077655194539006,0.8132748426473393,0.8450654089169707,0.9380957850005742,0.8898534997287032,0.9529897308339007,0.9742877007836469,0.821825251382404,0.8143348770021668,,0.8107960741548528,0.9506220574521801,0.9669295198004815,0.9194679024252547
amos_0283,0.9332433290978399,0.3337907968685504,0.849568385977903,0.8341091044498231,0.8835493330810709,0.8242692046227057,0.9692845943770616,0.9772816524330727,0.9231656437385619,0.9083039174796294,,0.771768043979429,0.9690272612983791,0.968062217597701,0.9498328316061486
amos_0159,0.9103313127472416,0.9554550874979015,0.8123225030084236,0.8625768171222716,0.9274447949526814,0.7736450584484591,0.9680484848484848,0.9706984324878898,0.9116098642283181,0.8862727854173329,,0.7577777777777778,0.9678512331573557,0.9648207756871986,0.964920316151687
amos_0129,0.923988412787878,0.8765843353916152,0.8633725163840632,0.7874835758431067,,0.8342002600780234,0.9665144919842871,0.9717844423046613,0.9231336405529954,0.8601032277944688,,0.8597353497164462,0.9632533353780095,0.9631562444006451,0.9581087826156149
amos_0248,0.9130429969446043,0.9248366268220891,0.7010488855590935,0.8983429826312638,0.9245017158700939,0.77788513150832,0.9641545098876532,0.9715682585684701,0.8417928134112481,0.9176916398364866,,0.7601021481147664,0.9617282589664944,0.9676663017524503,0.9366084579634502
amos_0592,0.7712307577998879,,0.8118680377035132,0.4588491033150172,0.0,0.5915148822745446,0.9077402881956408,0.9297786993807629,0.7277473995806438,0.5868582069699388,,0.14244064972927947,0.8885846595619906,0.8818353899870661,0.8780837948240535
amos_0176,0.9081480944265149,0.5274802871601741,0.8024940286006762,0.8425493716337522,0.8520642201834863,0.8012422360248447,0.9654360078525742,0.946616901852288,0.8881323795570111,0.8898149775311928,,0.734375,0.9676900456184887,0.9515893220460285,0.9432645140423697
amos_0239,0.9107009220787576,0.8987376883477116,0.8294941139039135,0.8431872879635804,0.8860231950398825,0.800665004156276,0.9618625713006476,0.9730459276388067,0.9054497281988032,0.8871074892599318,,0.8123635141945238,0.9577209739719746,0.9576724232757673,0.9512339306291525
amos_0166,0.9413848631239936,0.8435571134649089,0.5646810475625041,0.8424068767908309,0.757428594946086,0.7116806308526368,0.8362225605264451,0.9503484013648769,0.8391429732711402,0.8431954955187644,,0.7021040974529347,0.9080653188917593,0.8701312752452395,0.883490550747188
amos_0038,0.8889712591240876,0.9064153306412119,0.7786031853227531,0.48136815648562997,0.9000841987089532,0.87017310252996,0.9607582279031347,0.9773913871151063,0.8630334097756194,0.9090909090909091,,0.8181208053691276,0.9434580229443125,0.9521874874914942,0.8964415239326368
amos_0268,0.9148471389673987,0.9536411907739742,0.7827234826541563,0.7790811904073967,0.8943106604703562,0.7994416819331763,0.9624269527284699,0.9723367283337063,0.881765053312195,0.8624026618137511,,0.7254811393379522,0.9630529530596338,0.9596041262228313,0.9382944710402146
amos_0194,0.8787045666356011,0.6071402368339961,0.44382487208554183,0.6816261879619853,0.5791618768941373,0.1345065996228787,0.34337315291853027,0.9375705698453827,0.6224257728563138,0.643849391084131,,0.13816343723673125,0.3883807120608761,0.8187793096773626,0.9060302940563544
amos_0398,0.9414395738318696,0.8696997713006667,0.8658958585081841,0.8776009791921665,0.9056629365886741,0.8262335274287466,0.9609287840732146,0.9768754645047457,0.8834613131032781,0.9270123347774497,,0.7505258729490955,0.9356130923302394,0.9491060928109794,0.940199128256781
amos_0023,0.9108034566276949,0.8025045473625297,0.66025891115446,0.5642127888232134,0.8328578063831199,0.7130852340936374,0.9591774329179726,0.9582122334728386,0.8128283658275441,0.8390865395671872,,0.7099125364431487,0.9588591713079135,0.9351783362499775,0.9133638141405238
amos_0188,0.9125988012002252,0.8524225444957152,0.7353237168735324,0.8607813292744799,0.9260834249128004,0.6776447105788423,0.9674731491036961,0.9658837873157483,0.8806697948293312,0.876844998942694,,0.7890137328339576,0.9643948206694861,0.9378798331198055,0.9395006537050314
amos_0105,0.8802562057045079,0.7713263988841571,0.5698858755675543,0.8753494150533182,0.8708609927672645,0.7731691510045366,0.9601791475684912,0.96602618646895,0.7920254385651506,0.6784935793676486,,0.8088393048701995,0.9530436995102093,0.9459145377302776,0.9298425849212925
amos_0223,0.9350307555773174,0.8872357825868143,0.7434754534113207,0.8383632660618404,0.8912959381044487,0.70939161252215,0.9687703528520553,0.9694675444633998,0.9160107534186749,0.8964263593030458,,0.6652601969057665,0.9682158913630089,0.9638087342937426,0.9488263736975763
amos_0562,0.7791881074899942,,0.6335660291627081,0.5479972375690608,0.8289358727939892,0.5620758483033932,0.9452201192815527,0.9675719527314479,0.8981324278438031,0.871838220950647,,0.6891701828410689,0.9475318044011198,0.9780831770838789,0.8210916390025477
